,REG_NO,Brand,Model,CC,Manufactured_Date,DEALER_ID,DEALERSHIP_NAME,Purchase_date,Color,Purchase_Price,Source,Refurbish_Date,Variant,PART_DESCRIPTION,Part_Cost,Labour_Description,Labour_Amount,Refurbished_price,Sale_Date,Year,Sale_Price,Financier,Model_new,Varient,Age
921,DL4SCU8231,HERO,SPLENDOR PLUSI3S-SELF-DRUM-CAST,97.0,2018,100000003.0,KRISH AUTOMOBILES,2021-09-20,NAN,40000.0,WALK IN,2021-09-20,I3s,,,,0.0,,2021,2021.0,45712.0,OTHERS,SPLENDOR PLUS,I3S SELF DRUM CAST,3
924,TN30CX8109,TVS,JUPITER,110.0,2022,100000020.0,JAISUBHA MOTORS,2022-07-29,BROWN,78000.0,WALK IN,2022-09-15,110CC BS6,ENGINE OIL,350.0,,0.0,350.0,2022,2022.0,81000.0,NAN,JUPITER,,0
925,AP31EJ0823,YAMAHA,FASCINO,113.0,2017,100000023.0,WHEELSMART,2022-05-10,NAN,38000.0,WALK IN,2022-07-05,Standard,,,,0.0,,2022,2022.0,60000.0,HDFC,FASCINO,,5
926,AP39EN5999,ROYAL ENFIELD,CLASSIC 350 EFI,350.0,2020,100000023.0,WHEELSMART,2022-07-13,NAN,161500.0,WALK IN,2022-08-12,350 S ABS,,,,0.0,,2022,2022.0,168500.0,OTHERS,CLASSIC 350,EFI,2
930,TN30BF9082,BAJAJ,CT 100 BSIII,102.0,2016,100000020.0,JAISUBHA MOTORS,2022-05-30,NAN,25000.0,WALK IN,2022-06-03,,,,,0.0,,2022,2022.0,29000.0,NAN,CT 100,BSIII,6
931,TN37DV1225,HONDA,DIO,110.0,2019,100000019.0,SRI VENKATESWAR AUTOS,2022-02-10,NAN,57000.0,WALK IN,2022-02-10,,TVS TRU4 PREMIUM 10W30 ENGINE OIL 900ML,357.29,GENERAL SERVICING  - MCYCLE,650.0,960.0,2022,2022.0,64000.0,INDUSIND,DIO,,3
932,TN38CT9581,HONDA,CB UNICORN,150.0,2019,100000019.0,SRI VENKATESWAR AUTOS,2022-03-28,NAN,85000.0,WALK IN,2022-03-28,160CC CBS,TVS TRU4 PREMIUM 10W30 ENGINE OIL 1LTR,380.34,GENERAL SERVICING  - MCYCLE,650.0,980.0,2022,2022.0,92000.0,IDFC,CB UNICORN 160,,3
937,MH01DU0029,HONDA,ACTIVA 125 - DISC,125.0,2020,100000018.0,SHREE LAXMI  AUTOMOBILES,2022-08-21,NAN,55000.0,WALK IN,2022-08-21,,GEAR OIL,60.0,chain lub,190.0,250.0,2022,2022.0,57000.0,NAN,ACTIVA 125,DISC,2
938,MH06CE2803,SUZUKI,ACCESS 125 DRUM(ALLOY WHEEL),124.0,2020,100000018.0,SHREE LAXMI  AUTOMOBILES,2022-03-24,NAN,58000.0,WALK IN,2022-04-06,,CHAIN SPROCKET KIT ASTRA/SUPER CHAMP,747.09,CYLINDER HEAD MACHINING,100.0,713.0,2022,2022.0,64680.0,NAN,ACCESS 125,DRUM ALLOY WHEEL,2
941,TN39BV8769,TVS,SCOOTY PEP PLUS FASHION,88.0,2016,100000019.0,SRI VENKATESWAR AUTOS,2022-03-10,SIL MET,28500.0,WALK IN,,,,,,,,2022,2022.0,31500.0,OTHERS,SCOOTY PEP PLUS,FASHION,6
946,TN54S8842,TVS,SCOOTY PEPPLUS BSIV,88.0,2019,100000020.0,JAISUBHA MOTORS,2022-03-02,NAN,53000.0,WALK IN,2022-03-02,,,,,0.0,,2022,2022.0,58000.0,NAN,SCOOTY PEPPLUS,BSIV,3
949,DL10ST4064,HONDA,ACTIVA 125,125.0,2017,100000021.0,BAJWA AUTOMOBILES,2022-04-01,NAN,28000.0,TELEPHONE,2022-04-01,,TVS TRU4 SKUUTA 10W30 ENGINE OIL 900ML,409.15,WATER  WASH - SCOOTY,50.0,405.0,2022,2022.0,36002.0,NAN,ACTIVA 125,,5
951,TN90D7758,BAJAJ,PULSAR 150 DTSI,150.0,2018,100000020.0,JAISUBHA MOTORS,2022-01-10,NAN,74500.0,WALK IN,2022-01-10,,,,,0.0,,2022,2022.0,77360.0,NAN,PULSAR 150,DTSI,4
954,DL8SCL6648,SUZUKI,ACCESS 125,124.0,2018,100000003.0,KRISH AUTOMOBILES,2022-01-12,NAN,22000.0,WALK IN,2022-02-25,,,,,0.0,,2022,2022.0,57000.0,OTHERS,ACCESS 125,,4
955,AP31DU9043,HONDA,DIO SELF MAT,110.0,2017,100000023.0,WHEELSMART,2022-05-09,NAN,38000.0,WALK IN,2022-05-09,,,,,0.0,,2022,2022.0,44000.0,NAN,DIO,,5
956,AP26BY5248,YAMAHA,FZS FR & RR DISC,149.0,2018,100000027.0,WHEELSMART,2022-10-08,NAN,64725.0,TELEPHONE,2022-10-08,,CASTROL 5ML,6.0,,0.0,6.0,2022,2022.0,68775.0,OTHERS,FZS,FR & RR DISC,4
960,DL4SCU8090,HERO,SPLENDOR PLUSI3S-SELF-DRUM-CAST,97.0,2018,100000003.0,KRISH AUTOMOBILES,2021-11-30,NAN,38000.0,WALK IN,2021-11-30,I3s,,,,0.0,,2021,2021.0,49760.0,NAN,SPLENDOR PLUS,I3S SELF DRUM CAST,3
